"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"M001153","Lisa","Murkowski",,"Lisa","Murkowski",,,,,,"1957",,"[{""position"":""Senator"",""congressNumber"":107,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""AK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""AK"",""parties"":[""Republican""],""electionCirca"":false}]"
"M001169","Christopher","Murphy",,"Christopher","Murphy",,,,,,"1973",,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""CT"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""CT"",""parties"":[""Democrat""],""electionCirca"":false}]"
"M001111","Patty","Murray",,"Patty","Murray",,,,,,"1950",,"[{""position"":""Senator"",""congressNumber"":103,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""WA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""WA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"N000032","Clarence","Nelson","William","Clarence","Nelson","William","Bill",,,,"1942",,"[{""position"":""Representative"",""congressNumber"":101,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Democrat""]}]"
"O000167","Barack","Obama",,"Barack","Obama",,,"Mr.",,,"1961",,"[{""position"":""Senator"",""congressNumber"":109,""stateName"":""IL"",""parties"":[""Democrat""],""electionDate"":""2004-11-02"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":110,""stateName"":""IL"",""parties"":[""Democrat""]}]"
"O000174","Thomas","Ossoff","Jonathan","Thomas","Ossoff","Jonathan","Jon",,,,"1987",,"[{""position"":""Senator"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"P000145","Alejandro","Padilla",,"Alejandro","Padilla",,"Alex",,,,"1973",,"[{""position"":""Senator"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"P000603","Rand","Paul",,"Rand","Paul",,,,,,"1963",,"[{""position"":""Senator"",""congressNumber"":112,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false}]"
"P000612","David","Perdue","Alfred","David","Perdue","Alfred",,,"Jr.",,"1949",,"[{""position"":""Senator"",""congressNumber"":114,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""GA"",""parties"":[""Republican""]}]"
"P000595","Gary","Peters","C.","Gary","Peters","C.",,,,,"1958",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MI"",""parties"":[""Democrat""],""electionCirca"":false}]"
"P000449","Robert","Portman","Jones","Robert","Portman","Jones","Rob",,,,"1955",,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":117,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false}]"
"R000122","John","Reed","F.","John","Reed","F.","Jack",,,,"1949",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""RI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""RI"",""parties"":[""Democrat""],""electionCirca"":false}]"
"R000146","Harry","Reid",,"Harry","Reid",,,,,,"1939","2021","[{""position"":""Representative"",""congressNumber"":98,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""NV"",""parties"":[""Democrat""]}]"
"R000618","John","Ricketts","Peter","John","Ricketts","Peter","Pete",,,,"1964",,"[{""position"":""Senator"",""congressNumber"":118,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false}]"
"R000584","James","Risch",,"James","Risch",,,,,,"1943",,"[{""position"":""Senator"",""congressNumber"":111,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false}]"
"R000307","Charles","Roberts","Patrick","Charles","Roberts","Patrick","Pat",,,,"1936",,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""KS"",""parties"":[""Republican""]}]"
"R000615","Willard","Romney","Mitt","Willard","Romney","Mitt","Mitt",,,,"1947",,"[{""position"":""Senator"",""congressNumber"":116,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""UT"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""UT"",""parties"":[""Republican""],""electionCirca"":false}]"
"R000608","Jacklyn","Rosen","Sheryl","Jacklyn","Rosen","Sheryl",,,,,"1957",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NV"",""parties"":[""Democrat""],""electionCirca"":false}]"
"R000605","Marion","Rounds","Michael","Marion","Rounds","Michael","Mike",,,,"1954",,"[{""position"":""Senator"",""congressNumber"":114,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""SD"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""SD"",""parties"":[""Republican""],""electionCirca"":false}]"
"R000595","Marco","Rubio",,"Marco","Rubio",,,,,,"1971",,"[{""position"":""Senator"",""congressNumber"":112,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
"S000033","Bernard","Sanders",,"Bernard","Sanders",,,,,,"1941",,"[{""position"":""Representative"",""congressNumber"":102,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""VT"",""parties"":[""Independent""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""VT"",""parties"":[""Independent""],""electionCirca"":false}]"
"S001197","Benjamin","Sasse","Eric","Benjamin","Sasse","Eric",,,,,"1972",,"[{""position"":""Senator"",""congressNumber"":114,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false}]"
"S001194","Brian","Schatz","Emanuel","Brian","Schatz","Emanuel",,,,,"1972",,"[{""position"":""Senator"",""congressNumber"":114,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""HI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""HI"",""parties"":[""Democrat""],""electionCirca"":false}]"
"S001227","Eric","Schmitt","Stephen","Eric","Schmitt","Stephen",,,,,"1975",,"[{""position"":""Senator"",""congressNumber"":118,""stateName"":""MO"",""parties"":[""Republican""],""electionCirca"":false}]"
"S000148","Charles","Schumer","Ellis","Charles","Schumer","Ellis","Chuck",,,,"1950",,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
"S001217","Richard","Scott","Lynn","Richard","Scott","Lynn","Rick",,,,"1952",,"[{""position"":""Senator"",""congressNumber"":116,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
"S001184","Tim","Scott",,"Tim","Scott",,,,,,"1965",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":113,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":112,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false}]"
"S001141","Jefferson","Sessions","Beauregard","Jefferson","Sessions","Beauregard","Jeff",,"III",,"1946",,"[{""position"":""Senator"",""congressNumber"":105,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AL"",""parties"":[""Republican""]}]"
"S001181","Jeanne","Shaheen",,"Jeanne","Shaheen",,,,,,"1947",,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NH"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NH"",""parties"":[""Democrat""],""electionCirca"":false}]"
