"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"Y000064","Todd","Young",,"Todd","Young",,,,,,"1972",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""IN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""IN"",""parties"":[""Republican""],""electionCirca"":false}]"
"A000373","John","Ashford","Bradley","John","Ashford","Bradley",,,,,"1949","2022","[{""position"":""Representative"",""congressNumber"":114,""stateName"":""NE"",""parties"":[""Democrat""]}]"
"B000287","Xavier","Becerra",,"Xavier","Becerra",,,,,,"1958",,"[{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]}]"
"B001312","Carolyn","Bourdeaux",,"Carolyn","Bourdeaux",,,"Ms.",,,"1970",,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"B001317","Josh","Brecheen",,"Josh","Brecheen",,,,,,"1979",,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false}]"
"B001305","Theodore","Budd","Paul","Theodore","Budd","Paul",,,,,"1971",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
"C001126","Mike","Carey",,"Mike","Carey",,,,,,"1971",,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""OH"",""parties"":[""Republican""],""electionDate"":""2021-11-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false}]"
"C001083","John","Carney","C.","John","Carney","C.",,,"Jr.",,"1956",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""DE"",""parties"":[""Democrat""]}]"
"C001055","Ed","Case",,"Ed","Case",,,,,,"1952",,"[{""position"":""Representative"",""congressNumber"":108,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""HI"",""parties"":[""Democrat""],""electionDate"":""2002-11-30"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":109,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""HI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""HI"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C001067","Yvette","Clarke","Diane","Yvette","Clarke","Diane",,,,,"1964",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C001105","Barbara","Comstock","J.","Barbara","Comstock","J.",,,,,"1959",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""VA"",""parties"":[""Republican""]}]"
"C000754","James","Cooper","Hayes Shofner","James","Cooper","Hayes Shofner",,,,,"1954",,"[{""position"":""Representative"",""congressNumber"":98,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TN"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C001111","Charlie","Crist","Joseph","Charlie","Crist","Joseph",,,"Jr.",,"1956",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Democrat""],""electionCirca"":false}]"
"C001107","Carlos","Curbelo",,"Carlos","Curbelo",,,,,,"1980",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Republican""]}]"
"D000216","Rosa","Delauro","L.","Rosa","Delauro","L.",,,,,"1943",,"[{""position"":""Representative"",""congressNumber"":109,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CT"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CT"",""parties"":[""Democrat""],""electionCirca"":false}]"
"D000399","Lloyd","Doggett","Alton","Lloyd","Doggett","Alton",,,"II",,"1946",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Democrat""],""electionCirca"":false}]"
"D000482","Michael","Doyle","F.","Michael","Doyle","F.",,,,,"1953",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""PA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"G000571","Tulsi","Gabbard",,"Tulsi","Gabbard",,,,,,"1981",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""HI"",""parties"":[""Democrat""]}]"
"G000592","Jared","Golden",,"Jared","Golden",,,,,,"1982",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""ME"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""ME"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""ME"",""parties"":[""Democrat""],""electionCirca"":false}]"
"G000577","Garret","Graves",,"Garret","Graves",,,,,,"1972",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""LA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""LA"",""parties"":[""Republican""],""electionCirca"":false}]"
"H001036","Jeb","Hensarling",,"Jeb","Hensarling",,,,,,"1957",,"[{""position"":""Representative"",""congressNumber"":109,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]}]"
"H001072","French","Hill",,"French","Hill",,,,,,"1956",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false}]"
"H001065","George","Holding","E.B.","George","Holding","E.B.",,,,,"1968",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]}]"
"H001093","Erin","Houchin",,"Erin","Houchin",,,,,,"1976",,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""IN"",""parties"":[""Republican""],""electionCirca"":false}]"
"I000058","Glenn","Ivey",,"Glenn","Ivey",,,,,,"1961",,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false}]"
"J000020","Chris","Jacobs",,"Chris","Jacobs",,,,,,"1966",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""NY"",""parties"":[""Republican""],""electionDate"":""2020-06-23"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Republican""],""electionCirca"":false}]"
"J000126","Eddie","Johnson","Bernice","Eddie","Johnson","Bernice",,,,,"1934","2023","[{""position"":""Representative"",""congressNumber"":103,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Democrat""],""electionCirca"":false}]"
"K000400","Sydney","Kamlager-Dove",,"Sydney","Kamlager-Dove",,,,,,"1972",,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"K000390","Ruben","Kihuen","J.","Ruben","Kihuen","J.",,,,,"1980",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""NV"",""parties"":[""Democrat""]}]"
"L000598","Nicholas","LaLota",,"Nicholas","LaLota",,,,,,"1978",,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Republican""],""electionCirca"":false}]"
"L000263","Sander","Levin","Martin","Sander","Levin","Martin",,,,,"1931",,"[{""position"":""Representative"",""congressNumber"":100,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MI"",""parties"":[""Democrat""]}]"
"M001203","Tom","Malinowski",,"Tom","Malinowski",,,,,,"1965",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false}]"
"M000317","Nicole","Malliotakis",,"Nicole","Malliotakis",,,"Ms.",,,"1980",,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Republican""],""electionCirca"":false}]"
"M000312","James","McGovern","P.","James","McGovern","P.",,,,,"1959",,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"M001181","Patrick","Meehan",,"Patrick","Meehan",,,,,,"1955",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false}]"
"M000687","Kweisi","Mfume",,"Kweisi","Mfume",,,,,,"1948",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":101,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MD"",""parties"":[""Democrat""],""electionDate"":""2020-04-28"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false}]"
"M000689","John","Mica","L.","John","Mica","L.",,,,,"1943",,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""FL"",""parties"":[""Republican""]}]"
"M001225","Kevin","Mullin",,"Kevin","Mullin",,,,,,"1970",,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
"M001190","Markwayne","Mullin",,"Markwayne","Mullin",,,,,,"1977",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false}]"
"N000193","Zach","Nunn",,"Zach","Nunn",,,,,,"1979",,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""IA"",""parties"":[""Republican""],""electionCirca"":false}]"
"O000168","Pete","Olson",,"Pete","Olson",,,,,,"1962",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]}]"
"P000594","Erik","Paulsen",,"Erik","Paulsen",,,,,,"1965",,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""MN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MN"",""parties"":[""Republican""]}]"
